Source Name               Right Asc.           Declination
p+07+3 .................. 17.800233 .......... -25.166124 
p+07-1 .................. 17.927481 .......... -26.186400 
p+07-2 .................. 17.959636 .......... -26.437528 
p+07-3 .................. 17.991932 .......... -26.687030 
p+08+0 .................. 17.914190 .......... -25.502440 
p+08+1 .................. 17.882385 .......... -25.249065 
p+08+2 .................. 17.850712 .......... -24.994164 
p+08+3 .................. 17.819171 .......... -24.737761 
p+08-1 .................. 17.946129 .......... -25.754265 
p+08-2 .................. 17.978203 .......... -26.004516 
p+08-3 .................. 18.010415 .......... -26.253167 
p+09+0 .................. 17.932781 .......... -25.070678 
p+09+1 .................. 17.901049 .......... -24.818214 
p+09+2 .................. 17.869447 .......... -24.564249 
p+09+3 .................. 17.837972 .......... -24.308808 
p+09-1 .................. 17.964644 .......... -25.321619 
p+09-2 .................. 17.996639 .......... -25.571011 
p+09-3 .................. 18.028767 .......... -25.818832 
p+10+0 .................. 17.951242 .......... -24.638399 
p+10+1 .................. 17.919582 .......... -24.386826 
p+10+2 .................. 17.888048 .......... -24.133778 
p+10+3 .................. 17.856639 .......... -23.879280 
p+10-1 .................. 17.983030 .......... -24.888474 
p+10-2 .................. 18.014946 .......... -25.137028 
p+10-3 .................. 18.046993 .......... -25.384038 
p+11+0 .................. 17.969576 .......... -24.205616 
p+11+1 .................. 17.937986 .......... -23.954915 
p+11+2 .................. 17.906520 .......... -23.702765 
p+11+3 .................. 17.875175 .......... -23.449190 
p+11-1 .................. 18.001290 .......... -24.454845 
p+11-2 .................. 18.033129 .......... -24.702581 
p+11-3 .................. 18.065095 .......... -24.948799 
p+12+0 .................. 17.987786 .......... -23.772342 
p+12+1 .................. 17.956265 .......... -23.522494 
p+12+2 .................. 17.924865 .......... -23.271224 
p+12+3 .................. 17.893583 .......... -23.018553 
p+12-1 .................. 18.019427 .......... -24.020745 
p+12-2 .................. 18.051190 .......... -24.267681 
p+12-3 .................. 18.083076 .......... -24.513127 
p+13+0 .................. 18.005874 .......... -23.338592 
p+13+1 .................. 17.974422 .......... -23.089578 
p+13+2 .................. 17.943087 .......... -22.839167 
p+13+3 .................. 17.911867 .......... -22.587383 
p+13-1 .................. 18.037444 .......... -23.586187 
p+13-2 .................. 18.069132 .......... -23.832342 
p+13-3 .................. 18.100941 .......... -24.077034 
p+14+0 .................. 18.023845 .......... -22.904377 
p+14+1 .................. 17.992460 .......... -22.656178 
p+14+2 .................. 17.961189 .......... -22.406609 
p+14+3 .................. 17.930030 .......... -22.155692 
p+14-1 .................. 18.055344 .......... -23.151184 
p+14-2 .................. 18.086959 .......... -23.396577 
p+14-3 .................. 18.118692 .......... -23.640534 
p+15+0 .................. 18.041701 .......... -22.469710 
p+15+1 .................. 18.010382 .......... -22.222308 
p+15+2 .................. 17.979174 .......... -21.973563 
p+15+3 .................. 17.948075 .......... -21.723495 
p+15-1 .................. 18.073131 .......... -22.715747 
p+15-2 .................. 18.104674 .......... -22.960396 
p+15-3 .................. 18.136332 .......... -23.203637 
p-01+0 .................. 17.740406 .......... -29.362611 
p-01+1 .................. 17.707895 .......... -29.100126 
p-01+2 .................. 17.675550 .......... -28.835886 
p-01+3 .................. 17.643369 .......... -28.569919 
p-01-1 .................. 17.773084 .......... -29.623313 
p-01-2 .................. 17.805931 .......... -29.882204 
p-01-3 .................. 17.838949 .......... -30.139256 
p-02+0 .................. 17.720311 .......... -29.788378 
p-02+1 .................. 17.687716 .......... -29.524775 
p-02+2 .................. 17.655292 .......... -29.259392 
p-02+3 .................. 17.623036 .......... -28.992258 
p-02-1 .................. 17.753076 .......... -30.050173 
p-02-2 .................. 17.786015 .......... -30.310131 
p-02-3 .................. 17.819129 .......... -30.568223 
p-03+0 .................. 17.700044 .......... -30.213456 
p-03+1 .................. 17.667365 .......... -29.948712 
p-03+2 .................. 17.634861 .......... -29.682164 
p-03+3 .................. 17.602529 .......... -29.413841 
p-03-1 .................. 17.732898 .......... -30.476366 
p-03-2 .................. 17.765930 .......... -30.737413 
p-03-3 .................. 17.799140 .......... -30.996568 
p-04+0 .................. 17.679602 .......... -30.637826 
p-04+1 .................. 17.646838 .......... -30.371920 
p-04+2 .................. 17.614253 .......... -30.104185 
p-04+3 .................. 17.581844 .......... -29.834650 
p-04-1 .................. 17.712546 .......... -30.901873 
p-04-2 .................. 17.745671 .......... -31.164032 
p-04-3 .................. 17.778979 .......... -31.424273 
p-05+0 .................. 17.658980 .......... -31.061470 
p-05+1 .................. 17.626130 .......... -30.794378 
p-05+2 .................. 17.593463 .......... -30.525434 
p-05+3 .................. 17.560976 .......... -30.254666 
p-05-1 .................. 17.692014 .......... -31.326678 
p-05-2 .................. 17.725234 .......... -31.589972 
p-05-3 .................. 17.758642 .......... -31.851321 
p-06+0 .................. 17.638173 .......... -31.484369 
p-06+1 .................. 17.605236 .......... -31.216070 
p-06+2 .................. 17.572487 .......... -30.945893 
p-06+3 .................. 17.539922 .......... -30.673869 
p-06-1 .................. 17.671298 .......... -31.750760 
p-06-2 .................. 17.704614 .......... -32.015212 
p-06-3 .................. 17.738122 .......... -32.277694 
p-07+0 .................. 17.617178 .......... -31.906505 
p-07+1 .................. 17.584153 .......... -31.636974 
p-07+2 .................. 17.551321 .......... -31.365541 
p-07+3 .................. 17.518678 .......... -31.092239 
p-07-1 .................. 17.650395 .......... -32.174103 
p-07-2 .................. 17.683808 .......... -32.439736 
p-07-3 .................. 17.717417 .......... -32.703373 
P2134+00 ................ 21.610718 .......... 0.698393 
perseusa ................ 3.729167 ........... 31.983333 
pleiades ................ 3.790000 ........... 24.116667 
psrb0031-07 ............. 0.569130 ........... -7.364840 
psrb0138+59 ............. 1.694430 ........... 60.158970 
psrb0329+54 ............. 3.549820 ........... 54.578770 
psrb0329+54 ............. 3.549824 ........... 54.578770 
psrb0355+54 ............. 3.981588 ........... 54.220480 
psrb0355+54 ............. 3.981590 ........... 54.220480 
psrb0450+55 ............. 4.902141 ........... 55.728200 
psrb0450+55 ............. 4.902150 ........... 55.728180 
psrb0450-18 ............. 4.876140 ........... -17.989830 
psrb0525+21 ............. 5.481180 ........... 22.001110 
psrb0531+21 ............. 5.575548 ........... 22.014460 
psrb0531+21 ............. 5.575550 ........... 22.014460 
psrb0628-28 ............. 6.513720 ........... -28.578550 
psrb0740-28 ............. 7.713630 ........... -28.378820 
psrb0809+74 ............. 8.249860 ........... 74.484920 
psrb0809+74 ............. 8.249861 ........... 74.484920 
psrb0818-13 ............. 8.340660 ........... -13.848850 
psrb0823+26 ............. 8.447606 ........... 26.623270 
psrb0823+26 ............. 8.447610 ........... 26.623270 
psrb0834+06 ............. 8.618230 ........... 6.170710 
psrb0919+06 ............. 9.370560 ........... 6.639810 
psrb0950+08 ............. 9.885919 ........... 7.926600 
psrb0950+08 ............. 9.885920 ........... 7.926600 
psrb1133+16 ............. 11.600900 .......... 15.851240 
psrb1133+16 ............. 11.600902 .......... 15.851240 
psrb1237+25 ............. 12.661239 .......... 24.897020 
psrb1237+25 ............. 12.661240 .......... 24.897020 
psrb1508+55 ............. 15.157120 .......... 55.525670 
psrb1541+09 ............. 15.727450 .......... 9.487870 
psrb1604-00 ............. 16.120030 .......... -0.544670 
psrb1642-03 ............. 16.750570 .......... -3.299530 
psrb1706-16 ............. 17.157340 .......... -16.682700 
psrb1718-32 ............. 17.367490 .......... -32.129260 
psrb1742-30 ............. 17.765640 .......... -30.673190 
psrb1749-28 ............. 17.882970 .......... -28.110360 
psrb1804-08 ............. 18.127230 .......... -8.795350 
psrb1818-04 ............. 18.347950 .......... -4.460590 
psrb1821-19 ............. 18.400130 .......... -19.764370 
psrb1821-24 ............. 18.408890 .......... -24.869750 
psrb1826-17 ............. 18.495320 .......... -17.851080 
psrb1831-03 ............. 18.561640 .......... -3.651200 
psrb1831-04 ............. 18.573780 .......... -4.437730 
psrb1834-10 ............. 18.614980 .......... -10.135650 
psrb1844-04 ............. 18.789680 .......... -4.037280 
psrb1845-01 ............. 18.806550 .......... -1.399510 
psrb1857-26 ............. 19.013217 .......... -26.012170 
psrb1857-26 ............. 19.013220 .......... -26.012170 
psrb1859+03 ............. 19.025490 .......... 3.518310 
psrb1859+03 ............. 19.025490 .......... 3.518310 
psrb1900+01 ............. 19.058330 .......... 1.593980 
psrb1907+10 ............. 19.163530 .......... 11.034260 
psrb1911-04 ............. 19.231710 .......... -4.679910 
psrb1915+13 ............. 19.294390 .......... 13.899150 
psrb1919+21 ............. 19.362450 .......... 21.883960 
psrb1929+10 ............. 19.537208 .......... 10.992340 
psrb1929+10 ............. 19.537210 .......... 10.992340 
psrb1933+16 ............. 19.596618 .......... 16.277850 
psrb1933+16 ............. 19.596620 .......... 16.277770 
psrb1937+21 ............. 19.660710 .......... 21.583090 
psrb1937+21 ............. 19.660710 .......... 21.583090 
psrb1944+17 ............. 19.781401 .......... 18.094790 
psrb1946+35 ............. 19.806950 .......... 35.669740 
psrb2000+40 ............. 20.045560 .......... 40.848310 
psrb2016+28 ............. 20.301060 .......... 28.665060 
psrb2016+28 ............. 20.301064 .......... 28.665060 
psrb2020+28 ............. 20.376960 .......... 28.906420 
psrb2020+28 ............. 20.376963 .......... 28.906420 
psrb2021+51 ............. 20.380520 .......... 51.913950 
psrb2021+51 ............. 20.380520 .......... 51.913950 
psrb2045-16 ............. 20.809900 .......... -16.279040 
psrb2111+46 ............. 21.223418 .......... 46.735750 
psrb2111+46 ............. 21.223420 .......... 46.735750 
psrb2154+40 ............. 21.950510 .......... 40.296110 
psrb2154+40 ............. 21.950511 .......... 40.296080 
psrb2217+47 ............. 22.330040 .......... 47.914980 
psrb2310+42 ............. 23.219054 .......... 42.886940 
psrb2310+42 ............. 23.219060 .......... 42.886960 
psrb2319+60 ............. 23.365337 .......... 60.408530 
psrb2327-20 ............. 23.507470 .......... -20.091560 
psrj0244+60 ............. 2.805171 ........... 60.359644 
psrj1034-3224 ........... 10.572090 .......... -32.407220 
psrj1643-1224 ........... 16.727270 .......... -12.416320 
psrj1713+0747 ........... 17.230423 .......... 7.793766 
psrj1730-2304 ........... 17.506020 .......... -23.075360 
psrj2145-0750 ........... 21.764020 .......... -7.838460 
ptf09epi ................ 21.063644 .......... 43.671944 
ptf10bzf ................ 11.734163 .......... 55.691010 
RAQR .................... 23.730396 .......... -15.284422 
RCAS .................... 23.973537 .......... 51.388769 
rhocoronaborealis ....... 16.017406 .......... 33.303509 
rhocrb .................. 16.017405 .......... 33.303500 
rigel ................... 5.250000 ........... -8.200000 
RLEO .................... 9.792633 ........... 11.428931 
ross128 ................. 11.795666 .......... 0.804444 
S000308 ................. 2.529972 ........... 89.264167 
S005718 ................. 6.058194 ........... 73.071667 
S008102 ................. 14.845056 .......... 74.155278 
S010057 ................. 21.477611 .......... 70.560833 
S014573 ................. 8.504389 ........... 60.718056 
S015384 ................. 11.062111 .......... 61.750833 
S015532 ................. 11.523389 .......... 69.331111 
S017074 ................. 16.399833 .......... 61.514167 
S018222 ................. 19.209194 .......... 67.661389 
S021609 ................. 0.675111 ........... 56.537500 
S030653 ................. 17.943389 .......... 51.488889 
S034137 ................. 22.180861 .......... 58.201389 
S040186 ................. 5.278139 ........... 45.998056 
S042630 ................. 8.986778 ........... 48.041389 
S043629 ................. 11.161028 .......... 44.498333 
S044752 ................. 13.792333 .......... 49.313333 
S057522 ................. 4.949861 ........... 33.166111 
S063257 ................. 12.933778 .......... 38.318333 
S070474 ................. 20.770139 .......... 33.970278 
S073765 ................. 0.139778 ........... 29.090556 
S075012 ................. 1.910639 ........... 20.808056 
S075151 ................. 2.119528 ........... 23.462500 
S077168 ................. 5.438194 ........... 28.607500 
S079666 ................. 7.755250 ........... 28.026111 
S081004 ................. 9.764167 ........... 23.774167 
S083500 ................. 14.749750 .......... 27.074167 
S084129 ................. 15.991694 .......... 25.920278 
S090981 ................. 23.062861 .......... 28.082778 
S091781 ................. 0.220583 ........... 15.183611 
S095912 ................. 6.628528 ........... 16.399167 
S098967 ................. 10.139500 .......... 11.967222 
S099809 ................. 11.817639 .......... 14.571944 
S100384 ................. 13.036250 .......... 10.959167 
S102932 ................. 17.582222 .......... 12.560000 
S104461 ................. 19.090111 .......... 13.863333 
S108378 ................. 23.079306 .......... 15.205278 
S110920 ................. 3.037972 ........... 4.089722 
S113271 ................. 5.919500 ........... 7.407222 
S115756 ................. 7.655028 ........... 5.225000 
S121157 ................. 15.737778 .......... 6.425556 
S127029 ................. 21.736389 .......... 9.875000 
S147420 ................. 0.726472 ........... -0.794722 
SagA .................... 17.761278 .......... -27.063889 
saiph ................... 5.800000 ........... -9.700000 
SAO-040186 .............. 5.278139 ........... 45.998056 
SAO-079666 .............. 7.755250 ........... 28.026111 
SAO-100944 .............. 14.261000 .......... 19.182500 
SAO-113271 .............. 5.919500 ........... 7.407222 
SAO-115756 .............. 7.655028 ........... 5.225000 
sexb .................... 10.000000 .......... 5.300000 
sgrastar ................ 17.761122 .......... -29.007811 
sn2013ej ................ 1.613378 ........... 15.758611 
sn2014j ................. 9.928394 ........... 69.674044 
sp1 ..................... 6.663400 ........... 24.253000 
sp10 .................... 6.717200 ........... 24.217100 
sp11 .................... 6.722800 ........... 24.211100 
sp12 .................... 6.728300 ........... 24.204600 
sp13 .................... 6.733700 ........... 24.197500 
sp14 .................... 6.739100 ........... 24.190000 
sp15 .................... 6.744400 ........... 24.181900 
sp16 .................... 6.749600 ........... 24.173300 
sp17 .................... 6.754800 ........... 24.164200 
sp18 .................... 6.760000 ........... 24.154400 
sp19 .................... 6.765100 ........... 24.144100 
sp2 ..................... 6.669800 ........... 24.250400 
sp20 .................... 6.770100 ........... 24.133200 
sp3 ..................... 6.676000 ........... 24.247600 
sp4 ..................... 6.682100 ........... 24.244400 
sp5 ..................... 6.688200 ........... 24.240800 
sp6 ..................... 6.694200 ........... 24.236900 
sp7 ..................... 6.700000 ........... 24.232600 
sp8 ..................... 6.705800 ........... 24.227900 
sp9 ..................... 6.711600 ........... 24.222700 
stephans_quintet ........ 22.599306 .......... 3.960000 
TauA .................... 5.575444 ........... 22.016111 
tauceti ................. 1.734467 ........... -15.937480 
test .................... 8.582000 ........... 55.570000 
testcomm ................ 17.112000 .......... 11.900000 
tmc1 .................... 4.696100 ........... 25.690800 
tmc1-hc3n ............... 4.694806 ........... 25.696111 
tot26 ................... 12.553606 .......... -27.814833 
trappist-1 .............. 23.108156 .......... -5.041444 
trappist1 ............... 23.108156 .......... -5.041444 
ugca86 .................. 3.978183 ........... 67.244611 
v407cyg ................. 21.036058 .......... 45.775833 
Vega .................... 18.651639 .......... 38.783611 
VirA .................... 12.513750 .......... 12.391389 
VIRGO ................... 12.513729 .......... 12.391123 
VXSGR ................... 18.134456 .......... -22.224139 
VYCMA ................... 7.382871 ........... -25.767497 
w3-main ................. 2.428880 ........... 62.100000 
W3OH .................... 2.451075 ........... 61.873500 
w49 ..................... 19.170400 .......... 9.103970 
W51 ..................... 19.395546 .......... 14.509139 
wb621 ................... 5.287500 ........... 39.370000 
wb793 ................... 6.310000 ........... 15.080000 
WHYA .................... 13.817234 .......... -28.367469 
wow-mid ................. 19.449028 .......... -26.950000 
wow1 .................... 19.425280 .......... -26.950000 
wow2 .................... 19.472800 .......... -26.950000 
wow3 .................... 19.493889 .......... -26.777472 
wow_area1 ............... 19.493889 .......... -26.777472 
wowcenter ............... 19.449030 .......... -26.950000 
zero .................... 0.000000 ........... 0.000000 
zetaoph ................. 16.619310 .......... -10.567200 
zetapersei .............. 3.540000 ........... 31.900000 
